pid,time,latency,contributorsize,ageAtActions,total_commit,total_nonemerge_commit,interventionTRUE,time_after_intervention,language
100982449,17,152.214,345,30,2234,2228,1,5,Go
100982449,18,89.6252,345,30,2234,2228,1,6,Go
100982449,19,164.327,345,30,2234,2228,1,7,Go
100982449,20,178.514,345,30,2234,2228,1,8,Go
100982449,21,142.419,345,30,2234,2228,1,9,Go
100982449,22,201.317,345,30,2234,2228,1,10,Go
100982449,23,148.46,345,30,2234,2228,1,11,Go
100982449,24,161.791,345,30,2234,2228,1,12,Go
101394335,1,183.225,251,29,2273,2216,0,0,TypeScript
101394335,2,127.472,251,29,2273,2216,0,0,TypeScript
101394335,3,125.007,251,29,2273,2216,0,0,TypeScript
101394335,4,105.158,251,29,2273,2216,0,0,TypeScript
101394335,5,158.129,251,29,2273,2216,0,0,TypeScript
101394335,6,148.388,251,29,2273,2216,0,0,TypeScript
101394335,7,82.3286,251,29,2273,2216,0,0,TypeScript
101394335,8,119.6,251,29,2273,2216,0,0,TypeScript
101394335,9,235.673,251,29,2273,2216,0,0,TypeScript
101394335,10,157.777,251,29,2273,2216,0,0,TypeScript
101394335,11,246.423,251,29,2273,2216,0,0,TypeScript
101394335,12,127.724,251,29,2273,2216,0,0,TypeScript
101394335,13,22.8786,251,29,2273,2216,1,1,TypeScript
101394335,14,111.438,251,29,2273,2216,1,2,TypeScript
101394335,15,62.6474,251,29,2273,2216,1,3,TypeScript
101394335,16,95.3588,251,29,2273,2216,1,4,TypeScript
101394335,17,56.5226,251,29,2273,2216,1,5,TypeScript
101394335,18,98.7097,251,29,2273,2216,1,6,TypeScript
101394335,19,95.2692,251,29,2273,2216,1,7,TypeScript
101394335,20,91.5667,251,29,2273,2216,1,8,TypeScript
101394335,21,68.42,251,29,2273,2216,1,9,TypeScript
101394335,22,17.575,251,29,2273,2216,1,10,TypeScript
101394335,23,97.3,251,29,2273,2216,1,11,TypeScript
101394335,24,92.125,251,29,2273,2216,1,12,TypeScript
101643617,1,100.027,41,29,12137,11729,0,0,C++
101643617,2,99.475,41,29,12137,11729,0,0,C++
101643617,3,15.6889,41,29,12137,11729,0,0,C++
101643617,4,3267.07,41,29,12137,11729,0,0,C++
101643617,5,1965.03,41,29,12137,11729,0,0,C++
101643617,6,1029.02,41,29,12137,11729,0,0,C++
101643617,7,488.615,41,29,12137,11729,0,0,C++
101643617,8,28.55,41,29,12137,11729,0,0,C++
101643617,9,31,41,29,12137,11729,0,0,C++
101643617,10,181.261,41,29,12137,11729,0,0,C++
101643617,11,624.2,41,29,12137,11729,0,0,C++
101643617,12,265.823,41,29,12137,11729,0,0,C++
101643617,13,295.02,41,29,12137,11729,1,1,C++
101643617,14,445.069,41,29,12137,11729,1,2,C++
101643617,15,236.661,41,29,12137,11729,1,3,C++
101643617,16,235.65,41,29,12137,11729,1,4,C++
101643617,17,638.5,41,29,12137,11729,1,5,C++
101643617,18,626.11,41,29,12137,11729,1,6,C++
101643617,19,571.229,41,29,12137,11729,1,7,C++
101643617,20,746,41,29,12137,11729,1,8,C++
101643617,21,588,41,29,12137,11729,1,9,C++
101643617,22,57.1833,41,29,12137,11729,1,10,C++
101643617,23,109.678,41,29,12137,11729,1,11,C++
101643617,24,1,41,29,12137,11729,1,12,C++
101782647,1,46.52,231,29,1809,1791,0,0,Python
101782647,2,46.7852,231,29,1809,1791,0,0,Python
101782647,3,100.524,231,29,1809,1791,0,0,Python
101782647,4,112.524,231,29,1809,1791,0,0,Python
101782647,5,44.3035,231,29,1809,1791,0,0,Python
101782647,6,92.9938,231,29,1809,1791,0,0,Python
101782647,7,36.6727,231,29,1809,1791,0,0,Python
101782647,8,130.033,231,29,1809,1791,0,0,Python
101782647,9,65.7345,231,29,1809,1791,0,0,Python
101782647,10,104.432,231,29,1809,1791,0,0,Python
101782647,11,244.894,231,29,1809,1791,0,0,Python
101782647,12,68.5214,231,29,1809,1791,0,0,Python
101782647,13,186.2,231,29,1809,1791,1,1,Python
101782647,14,1844.59,231,29,1809,1791,1,2,Python
101782647,15,357.282,231,29,1809,1791,1,3,Python
101782647,16,404.456,231,29,1809,1791,1,4,Python
101782647,17,135.555,231,29,1809,1791,1,5,Python
101782647,18,265.473,231,29,1809,1791,1,6,Python
101782647,19,216.944,231,29,1809,1791,1,7,Python
101782647,20,219.818,231,29,1809,1791,1,8,Python
101782647,21,289.6,231,29,1809,1791,1,9,Python
101782647,22,62.0815,231,29,1809,1791,1,10,Python
101782647,23,166.423,231,29,1809,1791,1,11,Python
101782647,24,246.611,231,29,1809,1791,1,12,Python
102217920,1,437.229,92,32,981,778,0,0,TypeScript
102217920,2,837.5,92,32,981,778,0,0,TypeScript
102217920,3,931.292,92,32,981,778,0,0,TypeScript
102217920,4,1814.71,92,32,981,778,0,0,TypeScript
102217920,5,287.293,92,32,981,778,0,0,TypeScript
102217920,6,832.636,92,32,981,778,0,0,TypeScript
102217920,7,317.556,92,32,981,778,0,0,TypeScript
102217920,8,159,92,32,981,778,0,0,TypeScript
102217920,9,1354,92,32,981,778,0,0,TypeScript
102217920,10,1896.3,92,32,981,778,0,0,TypeScript
102217920,11,2013,92,32,981,778,0,0,TypeScript
102217920,12,207.25,92,32,981,778,0,0,TypeScript
102217920,13,1537.15,92,32,981,778,1,1,TypeScript
102217920,14,101.818,92,32,981,778,1,2,TypeScript
102217920,15,857.7,92,32,981,778,1,3,TypeScript
102217920,16,59,92,32,981,778,1,4,TypeScript
102217920,17,115.364,92,32,981,778,1,5,TypeScript
102217920,18,8,92,32,981,778,1,6,TypeScript
102217920,19,600.286,92,32,981,778,1,7,TypeScript
102217920,20,249,92,32,981,778,1,8,TypeScript
102217920,21,1256.33,92,32,981,778,1,9,TypeScript
102217920,22,588.017,92,32,981,778,1,10,TypeScript
102217920,23,94.5333,92,32,981,778,1,11,TypeScript
102217920,24,23,92,32,981,778,1,12,TypeScript
102578345,1,46.5,212,29,3088,2897,0,0,C
102578345,2,621.62,212,29,3088,2897,0,0,C
102578345,3,2380.89,212,29,3088,2897,0,0,C
102578345,4,2185.8,212,29,3088,2897,0,0,C
102578345,5,1263.59,212,29,3088,2897,0,0,C
102578345,6,899.919,212,29,3088,2897,0,0,C
102578345,7,173.775,212,29,3088,2897,0,0,C
102578345,8,542.578,212,29,3088,2897,0,0,C
102578345,9,277.478,212,29,3088,2897,0,0,C
102578345,10,160.413,212,29,3088,2897,0,0,C
102578345,11,151.908,212,29,3088,2897,0,0,C
102578345,12,110.636,212,29,3088,2897,0,0,C
102578345,13,61.0946,212,29,3088,2897,1,1,C
102578345,14,16.501,212,29,3088,2897,1,2,C
102578345,15,20.581,212,29,3088,2897,1,3,C
102578345,16,62.0912,212,29,3088,2897,1,4,C
102578345,17,52.613,212,29,3088,2897,1,5,C
102578345,18,39.3917,212,29,3088,2897,1,6,C
102578345,19,8.62581,212,29,3088,2897,1,7,C
102578345,20,105.136,212,29,3088,2897,1,8,C
102578345,21,70.2574,212,29,3088,2897,1,9,C
102578345,22,85.4647,212,29,3088,2897,1,10,C
102578345,23,72.7579,212,29,3088,2897,1,11,C
102578345,24,26.3254,212,29,3088,2897,1,12,C
10270722,1,548.2,373,81,1353,1353,0,0,Go
10270722,2,38.9385,373,81,1353,1353,0,0,Go
10270722,3,869.4,373,81,1353,1353,0,0,Go
10270722,4,421.61,373,81,1353,1353,0,0,Go
10270722,5,323.273,373,81,1353,1353,0,0,Go
10270722,6,350.273,373,81,1353,1353,0,0,Go
10270722,7,71.1947,373,81,1353,1353,0,0,Go
10270722,8,354.675,373,81,1353,1353,0,0,Go
10270722,9,437.221,373,81,1353,1353,0,0,Go
10270722,10,1381.57,373,81,1353,1353,0,0,Go
10270722,11,660.588,373,81,1353,1353,0,0,Go
10270722,12,1230,373,81,1353,1353,0,0,Go
10270722,13,101.169,373,81,1353,1353,1,1,Go
10270722,14,116.055,373,81,1353,1353,1,2,Go
10270722,15,435.081,373,81,1353,1353,1,3,Go
10270722,16,33.85,373,81,1353,1353,1,4,Go
10270722,17,529.207,373,81,1353,1353,1,5,Go
10270722,18,69.5636,373,81,1353,1353,1,6,Go
10270722,19,295.571,373,81,1353,1353,1,7,Go
10270722,20,238.228,373,81,1353,1353,1,8,Go
10270722,21,120.5,373,81,1353,1353,1,9,Go
10270722,22,522.25,373,81,1353,1353,1,10,Go
10270722,23,161.429,373,81,1353,1353,1,11,Go
10270722,24,30.0876,373,81,1353,1353,1,12,Go
102908804,1,295.269,48,28,728,728,0,0,Python
102908804,2,236.123,48,28,728,728,0,0,Python
102908804,3,243.57,48,28,728,728,0,0,Python
102908804,4,583.589,48,28,728,728,0,0,Python
102908804,5,239.576,48,28,728,728,0,0,Python
102908804,6,280.98,48,28,728,728,0,0,Python
102908804,7,109.875,48,28,728,728,0,0,Python
102908804,8,1290.09,48,28,728,728,0,0,Python
102908804,9,792.665,48,28,728,728,0,0,Python
102908804,10,141.835,48,28,728,728,0,0,Python
102908804,11,384.655,48,28,728,728,0,0,Python
102908804,12,379.432,48,28,728,728,0,0,Python
102908804,13,979.333,48,28,728,728,1,1,Python
102908804,14,76.1375,48,28,728,728,1,2,Python
102908804,15,4.525,48,28,728,728,1,3,Python
102908804,16,85.1071,48,28,728,728,1,4,Python
102908804,17,82.0719,48,28,728,728,1,5,Python
102908804,18,189.671,48,28,728,728,1,6,Python
102908804,19,105.988,48,28,728,728,1,7,Python
102908804,20,65.715,48,28,728,728,1,8,Python
102908804,21,84.344,48,28,728,728,1,9,Python
102908804,22,27.3786,48,28,728,728,1,10,Python
102908804,23,225.964,48,28,728,728,1,11,Python
102908804,24,99.0545,48,28,728,728,1,12,Python
103071520,1,445.333,153,31,7287,5636,0,0,Python
103071520,2,175.85,153,31,7287,5636,0,0,Python
103071520,3,701.15,153,31,7287,5636,0,0,Python
103071520,4,57.2103,153,31,7287,5636,0,0,Python
103071520,5,172.454,153,31,7287,5636,0,0,Python
103071520,6,210,153,31,7287,5636,0,0,Python
103071520,7,54.7349,153,31,7287,5636,0,0,Python
103071520,8,31.3545,153,31,7287,5636,0,0,Python
103071520,9,49.4675,153,31,7287,5636,0,0,Python
103071520,10,97.031,153,31,7287,5636,0,0,Python
103071520,11,76.4756,153,31,7287,5636,0,0,Python
103071520,12,22.6264,153,31,7287,5636,0,0,Python
103071520,13,142.834,153,31,7287,5636,1,1,Python
103071520,14,117.814,153,31,7287,5636,1,2,Python
103071520,15,224.539,153,31,7287,5636,1,3,Python
103071520,16,173.705,153,31,7287,5636,1,4,Python
103071520,17,333.098,153,31,7287,5636,1,5,Python
103071520,18,339.991,153,31,7287,5636,1,6,Python
103071520,19,285.396,153,31,7287,5636,1,7,Python
103071520,20,366.768,153,31,7287,5636,1,8,Python
103071520,21,117.267,153,31,7287,5636,1,9,Python
103071520,22,119.18,153,31,7287,5636,1,10,Python
103071520,23,75.4766,153,31,7287,5636,1,11,Python
103071520,24,65.7328,153,31,7287,5636,1,12,Python
10332822,1,20.2667,232,81,40000,34130,0,0,Python
10332822,2,12.2556,232,81,40000,34130,0,0,Python
10332822,3,2.04167,232,81,40000,34130,0,0,Python
10332822,4,17.7062,232,81,40000,34130,0,0,Python
10332822,5,36.1429,232,81,40000,34130,0,0,Python
10332822,6,17.8087,232,81,40000,34130,0,0,Python
10332822,7,7.03,232,81,40000,34130,0,0,Python
10332822,8,4.8875,232,81,40000,34130,0,0,Python
10332822,9,12.1833,232,81,40000,34130,0,0,Python
10332822,10,4.65882,232,81,40000,34130,0,0,Python
10332822,11,23.7846,232,81,40000,34130,0,0,Python
10332822,12,2.21429,232,81,40000,34130,0,0,Python
10332822,13,3.31,232,81,40000,34130,1,1,Python
10332822,14,3.2375,232,81,40000,34130,1,2,Python
10332822,15,1.7125,232,81,40000,34130,1,3,Python
10332822,16,4.67143,232,81,40000,34130,1,4,Python
10332822,17,4.61481,232,81,40000,34130,1,5,Python
10332822,18,1.77333,232,81,40000,34130,1,6,Python
10332822,19,2.94444,232,81,40000,34130,1,7,Python
10332822,20,18.5538,232,81,40000,34130,1,8,Python
10332822,21,9.79583,232,81,40000,34130,1,9,Python
10332822,22,14.8367,232,81,40000,34130,1,10,Python
10332822,23,34.3786,232,81,40000,34130,1,11,Python
10332822,24,3.66364,232,81,40000,34130,1,12,Python
103513062,1,10.3704,30,31,1401,1252,0,0,Python
103513062,2,150.484,30,31,1401,1252,0,0,Python
103513062,3,88.4762,30,31,1401,1252,0,0,Python
103513062,4,39.1786,30,31,1401,1252,0,0,Python
103513062,5,69.7778,30,31,1401,1252,0,0,Python
103513062,6,22.6154,30,31,1401,1252,0,0,Python
103513062,7,4.14286,30,31,1401,1252,0,0,Python
103513062,8,17.1045,30,31,1401,1252,0,0,Python
103513062,9,8.76,30,31,1401,1252,0,0,Python
103513062,10,28.3333,30,31,1401,1252,0,0,Python
103513062,11,1,30,31,1401,1252,0,0,Python
103513062,12,69.35,30,31,1401,1252,0,0,Python
103513062,13,28.4222,30,31,1401,1252,1,1,Python
103513062,14,84.9667,30,31,1401,1252,1,2,Python
103513062,15,79.1034,30,31,1401,1252,1,3,Python
103513062,16,15.8419,30,31,1401,1252,1,4,Python
103513062,17,6.13143,30,31,1401,1252,1,5,Python
103513062,18,17.8061,30,31,1401,1252,1,6,Python
103513062,19,33.6481,30,31,1401,1252,1,7,Python
103513062,20,17.4136,30,31,1401,1252,1,8,Python
103513062,21,7.62759,30,31,1401,1252,1,9,Python
103513062,22,55.2,30,31,1401,1252,1,10,Python
103513062,23,13.0833,30,31,1401,1252,1,11,Python
103513062,24,12.0588,30,31,1401,1252,1,12,Python
10353211,1,22,36,81,871,703,0,0,TypeScript
10353211,2,6,36,81,871,703,0,0,TypeScript
10353211,3,6,36,81,871,703,0,0,TypeScript
10353211,4,8,36,81,871,703,0,0,TypeScript
10353211,5,31.6667,36,81,871,703,0,0,TypeScript
10353211,6,466.333,36,81,871,703,0,0,TypeScript
10353211,7,353.86,36,81,871,703,0,0,TypeScript
10353211,8,99.8,36,81,871,703,0,0,TypeScript
10353211,9,131.2,36,81,871,703,0,0,TypeScript
10353211,10,193,36,81,871,703,0,0,TypeScript
10353211,11,72.3333,36,81,871,703,0,0,TypeScript
10353211,12,12.3,36,81,871,703,0,0,TypeScript
10353211,13,63.7,36,81,871,703,1,1,TypeScript
10353211,14,39.25,36,81,871,703,1,2,TypeScript
10353211,15,12.4,36,81,871,703,1,3,TypeScript
10353211,16,19.55,36,81,871,703,1,4,TypeScript
10353211,17,13.775,36,81,871,703,1,5,TypeScript
10353211,18,4.86,36,81,871,703,1,6,TypeScript
10353211,19,60,36,81,871,703,1,7,TypeScript
10353211,20,2,36,81,871,703,1,8,TypeScript
10353211,21,6.18333,36,81,871,703,1,9,TypeScript
10353211,22,284.5,36,81,871,703,1,10,TypeScript
10353211,23,175.667,36,81,871,703,1,11,TypeScript
10353211,24,14,36,81,871,703,1,12,TypeScript
103766152,1,226.194,422,28,4147,2217,0,0,Ruby
103766152,2,51.2767,422,28,4147,2217,0,0,Ruby
103766152,3,254.732,422,28,4147,2217,0,0,Ruby
103766152,4,96.0575,422,28,4147,2217,0,0,Ruby
103766152,5,75.373,422,28,4147,2217,0,0,Ruby
103766152,6,65.2333,422,28,4147,2217,0,0,Ruby
103766152,7,151.081,422,28,4147,2217,0,0,Ruby
103766152,8,327.881,422,28,4147,2217,0,0,Ruby
103766152,9,167.319,422,28,4147,2217,0,0,Ruby
103766152,10,197.627,422,28,4147,2217,0,0,Ruby
103766152,11,230.392,422,28,4147,2217,0,0,Ruby
103766152,12,223.532,422,28,4147,2217,0,0,Ruby
103766152,13,170.725,422,28,4147,2217,1,1,Ruby
103766152,14,115.323,422,28,4147,2217,1,2,Ruby
103766152,15,111.975,422,28,4147,2217,1,3,Ruby
103766152,16,276.111,422,28,4147,2217,1,4,Ruby
103766152,17,199.721,422,28,4147,2217,1,5,Ruby
103766152,18,108.058,422,28,4147,2217,1,6,Ruby
103766152,19,98.5442,422,28,4147,2217,1,7,Ruby
103766152,20,85.2784,422,28,4147,2217,1,8,Ruby
103766152,21,15.1571,422,28,4147,2217,1,9,Ruby
103766152,22,128.34,422,28,4147,2217,1,10,Ruby
103766152,23,83.5919,422,28,4147,2217,1,11,Ruby
103766152,24,39.3422,422,28,4147,2217,1,12,Ruby
103851485,1,109.942,44,28,4114,3490,0,0,TypeScript
103851485,2,58.9364,44,28,4114,3490,0,0,TypeScript
103851485,3,39.1769,44,28,4114,3490,0,0,TypeScript
103851485,4,100.933,44,28,4114,3490,0,0,TypeScript
103851485,5,106.55,44,28,4114,3490,0,0,TypeScript
103851485,6,379.157,44,28,4114,3490,0,0,TypeScript
103851485,7,166.833,44,28,4114,3490,0,0,TypeScript
103851485,8,108.571,44,28,4114,3490,0,0,TypeScript
103851485,9,213.637,44,28,4114,3490,0,0,TypeScript
103851485,10,79.3333,44,28,4114,3490,0,0,TypeScript
103851485,11,420.3,44,28,4114,3490,0,0,TypeScript
103851485,12,29.0333,44,28,4114,3490,0,0,TypeScript
103851485,13,132.95,44,28,4114,3490,1,1,TypeScript
103851485,14,286.854,44,28,4114,3490,1,2,TypeScript
103851485,15,1642.28,44,28,4114,3490,1,3,TypeScript
103851485,16,113.767,44,28,4114,3490,1,4,TypeScript
103851485,17,186.739,44,28,4114,3490,1,5,TypeScript
103851485,18,82.525,44,28,4114,3490,1,6,TypeScript
103851485,19,42.1143,44,28,4114,3490,1,7,TypeScript
103851485,20,81.9,44,28,4114,3490,1,8,TypeScript
103851485,21,380,44,28,4114,3490,1,9,TypeScript
103851485,22,0.1,44,28,4114,3490,1,10,TypeScript
103851485,23,24.4125,44,28,4114,3490,1,11,TypeScript
103851485,24,112.741,44,28,4114,3490,1,12,TypeScript
103894697,1,131.333,96,29,954,844,0,0,Rust
103894697,2,120.222,96,29,954,844,0,0,Rust
103894697,3,21.8071,96,29,954,844,0,0,Rust
103894697,4,299,96,29,954,844,0,0,Rust
103894697,5,4528.5,96,29,954,844,0,0,Rust
103894697,6,2111.33,96,29,954,844,0,0,Rust
103894697,7,112.143,96,29,954,844,0,0,Rust
103894697,8,33,96,29,954,844,0,0,Rust
103894697,9,1673,96,29,954,844,0,0,Rust
103894697,10,108,96,29,954,844,0,0,Rust
103894697,11,68,96,29,954,844,0,0,Rust
103894697,12,288.286,96,29,954,844,0,0,Rust
103894697,13,41.9556,96,29,954,844,1,1,Rust
103894697,14,234.82,96,29,954,844,1,2,Rust
103894697,15,60.8,96,29,954,844,1,3,Rust
103894697,16,4.82,96,29,954,844,1,4,Rust
103894697,17,133.533,96,29,954,844,1,5,Rust
103894697,18,5.8,96,29,954,844,1,6,Rust
103894697,19,793,96,29,954,844,1,7,Rust
103894697,20,86.8,96,29,954,844,1,8,Rust
103894697,21,604.143,96,29,954,844,1,9,Rust
103894697,22,448.5,96,29,954,844,1,10,Rust
103894697,23,10.75,96,29,954,844,1,11,Rust
103894697,24,50.3667,96,29,954,844,1,12,Rust
104172832,1,790.169,121,31,3616,3316,0,0,Vue
104172832,2,471.667,121,31,3616,3316,0,0,Vue
104172832,3,347.513,121,31,3616,3316,0,0,Vue
104172832,4,244.6,121,31,3616,3316,0,0,Vue
104172832,5,206.455,121,31,3616,3316,0,0,Vue
104172832,6,160.375,121,31,3616,3316,0,0,Vue
104172832,7,658.214,121,31,3616,3316,0,0,Vue
104172832,8,378.138,121,31,3616,3316,0,0,Vue
104172832,9,84.3571,121,31,3616,3316,0,0,Vue
104172832,10,296.407,121,31,3616,3316,0,0,Vue
104172832,11,137.111,121,31,3616,3316,0,0,Vue
104172832,12,1392.2,121,31,3616,3316,0,0,Vue
104172832,13,660.774,121,31,3616,3316,1,1,Vue
104172832,14,513.364,121,31,3616,3316,1,2,Vue
104172832,15,285.748,121,31,3616,3316,1,3,Vue
104172832,16,749.66,121,31,3616,3316,1,4,Vue
104172832,17,187.429,121,31,3616,3316,1,5,Vue
104172832,18,189.053,121,31,3616,3316,1,6,Vue
104172832,19,160.664,121,31,3616,3316,1,7,Vue
104172832,20,206.841,121,31,3616,3316,1,8,Vue
104172832,21,190.27,121,31,3616,3316,1,9,Vue
104172832,22,155.21,121,31,3616,3316,1,10,Vue
104172832,23,46.0524,121,31,3616,3316,1,11,Vue
104172832,24,51.95,121,31,3616,3316,1,12,Vue
104629023,1,276.083,83,28,3185,3138,0,0,Assembly
104629023,2,87.9675,83,28,3185,3138,0,0,Assembly
104629023,3,70.8088,83,28,3185,3138,0,0,Assembly
104629023,4,245.315,83,28,3185,3138,0,0,Assembly
104629023,5,804.646,83,28,3185,3138,0,0,Assembly
104629023,6,82.483,83,28,3185,3138,0,0,Assembly
104629023,7,114.522,83,28,3185,3138,0,0,Assembly
104629023,8,41.1902,83,28,3185,3138,0,0,Assembly
104629023,9,185.238,83,28,3185,3138,0,0,Assembly
104629023,10,110.222,83,28,3185,3138,0,0,Assembly
104629023,11,62.1415,83,28,3185,3138,0,0,Assembly
104629023,12,148.567,83,28,3185,3138,0,0,Assembly
104629023,13,127.006,83,28,3185,3138,1,1,Assembly
104629023,14,181.361,83,28,3185,3138,1,2,Assembly
104629023,15,461.347,83,28,3185,3138,1,3,Assembly
104629023,16,539.65,83,28,3185,3138,1,4,Assembly
104629023,17,246.89,83,28,3185,3138,1,5,Assembly
104629023,18,138.677,83,28,3185,3138,1,6,Assembly
104629023,19,207.765,83,28,3185,3138,1,7,Assembly
104629023,20,102.176,83,28,3185,3138,1,8,Assembly
104629023,21,265.704,83,28,3185,3138,1,9,Assembly
104629023,22,238.814,83,28,3185,3138,1,10,Assembly
104629023,23,15.2385,83,28,3185,3138,1,11,Assembly
104629023,24,14.4133,83,28,3185,3138,1,12,Assembly
104732438,1,11.9344,146,28,2188,2151,0,0,C++
104732438,2,80.5846,146,28,2188,2151,0,0,C++
104732438,3,42.1898,146,28,2188,2151,0,0,C++
104732438,4,33.1272,146,28,2188,2151,0,0,C++
104732438,5,33.5537,146,28,2188,2151,0,0,C++
104732438,6,39.8796,146,28,2188,2151,0,0,C++
104732438,7,64.7148,146,28,2188,2151,0,0,C++
104732438,8,50.6784,146,28,2188,2151,0,0,C++
104732438,9,505.894,146,28,2188,2151,0,0,C++
104732438,10,97.6033,146,28,2188,2151,0,0,C++
104732438,11,381.335,146,28,2188,2151,0,0,C++
104732438,12,136.14,146,28,2188,2151,0,0,C++
104732438,13,36.0719,146,28,2188,2151,1,1,C++
104732438,14,214.207,146,28,2188,2151,1,2,C++
104732438,15,320.286,146,28,2188,2151,1,3,C++
104732438,16,180.478,146,28,2188,2151,1,4,C++
104732438,17,186.263,146,28,2188,2151,1,5,C++
104732438,18,165.043,146,28,2188,2151,1,6,C++
104732438,19,170.003,146,28,2188,2151,1,7,C++
104732438,20,315.529,146,28,2188,2151,1,8,C++
104732438,21,69.2727,146,28,2188,2151,1,9,C++
104732438,22,480.125,146,28,2188,2151,1,10,C++
104732438,23,283.176,146,28,2188,2151,1,11,C++
104732438,24,124.768,146,28,2188,2151,1,12,C++
104741169,1,191.28,80,28,4329,3709,0,0,JavaScript
104741169,2,286.261,80,28,4329,3709,0,0,JavaScript
104741169,3,200.765,80,28,4329,3709,0,0,JavaScript
104741169,4,252.614,80,28,4329,3709,0,0,JavaScript
104741169,5,59.8971,80,28,4329,3709,0,0,JavaScript
104741169,6,137.338,80,28,4329,3709,0,0,JavaScript
104741169,7,54.9768,80,28,4329,3709,0,0,JavaScript
104741169,8,88.927,80,28,4329,3709,0,0,JavaScript
104741169,9,70.9298,80,28,4329,3709,0,0,JavaScript
104741169,10,136.08,80,28,4329,3709,0,0,JavaScript
104741169,11,69.4309,80,28,4329,3709,0,0,JavaScript
104741169,12,46.5311,80,28,4329,3709,0,0,JavaScript
104741169,13,251.369,80,28,4329,3709,1,1,JavaScript
104741169,14,54.9275,80,28,4329,3709,1,2,JavaScript
104741169,15,42.2217,80,28,4329,3709,1,3,JavaScript
104741169,16,66.9238,80,28,4329,3709,1,4,JavaScript
104741169,17,90.582,80,28,4329,3709,1,5,JavaScript
