pid,time,pr,contributorsize,ageAtActions,total_commit,total_nonemerge_commit,interventionTRUE,time_after_intervention,language
101394335,18,30,251,29,2273,2216,1,6,TypeScript
101394335,19,14,251,29,2273,2216,1,7,TypeScript
101394335,20,10,251,29,2273,2216,1,8,TypeScript
101394335,21,5,251,29,2273,2216,1,9,TypeScript
101394335,22,4,251,29,2273,2216,1,10,TypeScript
101394335,23,9,251,29,2273,2216,1,11,TypeScript
101394335,24,9,251,29,2273,2216,1,12,TypeScript
101643617,1,20,41,29,12137,11729,0,0,C++
101643617,2,23,41,29,12137,11729,0,0,C++
101643617,3,11,41,29,12137,11729,0,0,C++
101643617,4,10,41,29,12137,11729,0,0,C++
101643617,5,5,41,29,12137,11729,0,0,C++
101643617,6,13,41,29,12137,11729,0,0,C++
101643617,7,25,41,29,12137,11729,0,0,C++
101643617,8,6,41,29,12137,11729,0,0,C++
101643617,9,2,41,29,12137,11729,0,0,C++
101643617,10,68,41,29,12137,11729,0,0,C++
101643617,11,16,41,29,12137,11729,0,0,C++
101643617,12,26,41,29,12137,11729,0,0,C++
101643617,13,10,41,29,12137,11729,1,1,C++
101643617,14,38,41,29,12137,11729,1,2,C++
101643617,15,45,41,29,12137,11729,1,3,C++
101643617,16,93,41,29,12137,11729,1,4,C++
101643617,17,15,41,29,12137,11729,1,5,C++
101643617,18,7,41,29,12137,11729,1,6,C++
101643617,19,15,41,29,12137,11729,1,7,C++
101643617,20,4,41,29,12137,11729,1,8,C++
101643617,21,3,41,29,12137,11729,1,9,C++
101643617,22,8,41,29,12137,11729,1,10,C++
101643617,23,11,41,29,12137,11729,1,11,C++
101643617,24,1,41,29,12137,11729,1,12,C++
101782647,1,10,231,29,1809,1791,0,0,Python
101782647,2,28,231,29,1809,1791,0,0,Python
101782647,3,26,231,29,1809,1791,0,0,Python
101782647,4,23,231,29,1809,1791,0,0,Python
101782647,5,58,231,29,1809,1791,0,0,Python
101782647,6,34,231,29,1809,1791,0,0,Python
101782647,7,33,231,29,1809,1791,0,0,Python
101782647,8,37,231,29,1809,1791,0,0,Python
101782647,9,28,231,29,1809,1791,0,0,Python
101782647,10,19,231,29,1809,1791,0,0,Python
101782647,11,12,231,29,1809,1791,0,0,Python
101782647,12,18,231,29,1809,1791,0,0,Python
101782647,13,23,231,29,1809,1791,1,1,Python
101782647,14,14,231,29,1809,1791,1,2,Python
101782647,15,48,231,29,1809,1791,1,3,Python
101782647,16,40,231,29,1809,1791,1,4,Python
101782647,17,24,231,29,1809,1791,1,5,Python
101782647,18,10,231,29,1809,1791,1,6,Python
101782647,19,14,231,29,1809,1791,1,7,Python
101782647,20,29,231,29,1809,1791,1,8,Python
101782647,21,12,231,29,1809,1791,1,9,Python
101782647,22,38,231,29,1809,1791,1,10,Python
101782647,23,22,231,29,1809,1791,1,11,Python
101782647,24,19,231,29,1809,1791,1,12,Python
102217920,1,18,92,32,981,778,0,0,TypeScript
102217920,2,5,92,32,981,778,0,0,TypeScript
102217920,3,9,92,32,981,778,0,0,TypeScript
102217920,4,4,92,32,981,778,0,0,TypeScript
102217920,5,12,92,32,981,778,0,0,TypeScript
102217920,6,9,92,32,981,778,0,0,TypeScript
102217920,7,9,92,32,981,778,0,0,TypeScript
102217920,8,8,92,32,981,778,0,0,TypeScript
102217920,9,6,92,32,981,778,0,0,TypeScript
102217920,10,3,92,32,981,778,0,0,TypeScript
102217920,11,8,92,32,981,778,0,0,TypeScript
102217920,12,3,92,32,981,778,0,0,TypeScript
102217920,13,6,92,32,981,778,1,1,TypeScript
102217920,14,13,92,32,981,778,1,2,TypeScript
102217920,15,4,92,32,981,778,1,3,TypeScript
102217920,16,4,92,32,981,778,1,4,TypeScript
102217920,17,11,92,32,981,778,1,5,TypeScript
102217920,18,4,92,32,981,778,1,6,TypeScript
102217920,19,8,92,32,981,778,1,7,TypeScript
102217920,20,2,92,32,981,778,1,8,TypeScript
102217920,21,2,92,32,981,778,1,9,TypeScript
102217920,22,4,92,32,981,778,1,10,TypeScript
102217920,23,7,92,32,981,778,1,11,TypeScript
102217920,24,9,92,32,981,778,1,12,TypeScript
102578345,1,14,212,29,3088,2897,0,0,C
102578345,2,5,212,29,3088,2897,0,0,C
102578345,3,5,212,29,3088,2897,0,0,C
102578345,4,3,212,29,3088,2897,0,0,C
102578345,5,11,212,29,3088,2897,0,0,C
102578345,6,12,212,29,3088,2897,0,0,C
102578345,7,3,212,29,3088,2897,0,0,C
102578345,8,6,212,29,3088,2897,0,0,C
102578345,9,10,212,29,3088,2897,0,0,C
102578345,10,15,212,29,3088,2897,0,0,C
102578345,11,45,212,29,3088,2897,0,0,C
102578345,12,46,212,29,3088,2897,0,0,C
102578345,13,92,212,29,3088,2897,1,1,C
102578345,14,201,212,29,3088,2897,1,2,C
102578345,15,183,212,29,3088,2897,1,3,C
102578345,16,95,212,29,3088,2897,1,4,C
102578345,17,75,212,29,3088,2897,1,5,C
102578345,18,75,212,29,3088,2897,1,6,C
102578345,19,92,212,29,3088,2897,1,7,C
102578345,20,47,212,29,3088,2897,1,8,C
102578345,21,54,212,29,3088,2897,1,9,C
102578345,22,56,212,29,3088,2897,1,10,C
102578345,23,39,212,29,3088,2897,1,11,C
102578345,24,68,212,29,3088,2897,1,12,C
10270722,1,13,373,81,1353,1353,0,0,Go
10270722,2,14,373,81,1353,1353,0,0,Go
10270722,3,9,373,81,1353,1353,0,0,Go
10270722,4,9,373,81,1353,1353,0,0,Go
10270722,5,10,373,81,1353,1353,0,0,Go
10270722,6,7,373,81,1353,1353,0,0,Go
10270722,7,27,373,81,1353,1353,0,0,Go
10270722,8,8,373,81,1353,1353,0,0,Go
10270722,9,7,373,81,1353,1353,0,0,Go
10270722,10,14,373,81,1353,1353,0,0,Go
10270722,11,9,373,81,1353,1353,0,0,Go
10270722,12,21,373,81,1353,1353,0,0,Go
10270722,13,28,373,81,1353,1353,1,1,Go
10270722,14,26,373,81,1353,1353,1,2,Go
10270722,15,16,373,81,1353,1353,1,3,Go
10270722,16,21,373,81,1353,1353,1,4,Go
10270722,17,15,373,81,1353,1353,1,5,Go
10270722,18,12,373,81,1353,1353,1,6,Go
10270722,19,3,373,81,1353,1353,1,7,Go
10270722,20,20,373,81,1353,1353,1,8,Go
10270722,21,4,373,81,1353,1353,1,9,Go
10270722,22,2,373,81,1353,1353,1,10,Go
10270722,23,7,373,81,1353,1353,1,11,Go
10270722,24,119,373,81,1353,1353,1,12,Go
102908804,1,10,48,28,728,728,0,0,Python
102908804,2,49,48,28,728,728,0,0,Python
102908804,3,19,48,28,728,728,0,0,Python
102908804,4,18,48,28,728,728,0,0,Python
102908804,5,36,48,28,728,728,0,0,Python
102908804,6,36,48,28,728,728,0,0,Python
102908804,7,37,48,28,728,728,0,0,Python
102908804,8,18,48,28,728,728,0,0,Python
102908804,9,21,48,28,728,728,0,0,Python
102908804,10,19,48,28,728,728,0,0,Python
102908804,11,17,48,28,728,728,0,0,Python
102908804,12,19,48,28,728,728,0,0,Python
102908804,13,4,48,28,728,728,1,1,Python
102908804,14,7,48,28,728,728,1,2,Python
102908804,15,10,48,28,728,728,1,3,Python
102908804,16,24,48,28,728,728,1,4,Python
102908804,17,39,48,28,728,728,1,5,Python
102908804,18,18,48,28,728,728,1,6,Python
102908804,19,34,48,28,728,728,1,7,Python
102908804,20,24,48,28,728,728,1,8,Python
102908804,21,24,48,28,728,728,1,9,Python
102908804,22,30,48,28,728,728,1,10,Python
102908804,23,20,48,28,728,728,1,11,Python
102908804,24,21,48,28,728,728,1,12,Python
103071520,1,2,153,31,7287,5636,0,0,Python
103071520,2,20,153,31,7287,5636,0,0,Python
103071520,3,16,153,31,7287,5636,0,0,Python
103071520,4,32,153,31,7287,5636,0,0,Python
103071520,5,39,153,31,7287,5636,0,0,Python
103071520,6,65,153,31,7287,5636,0,0,Python
103071520,7,62,153,31,7287,5636,0,0,Python
103071520,8,106,153,31,7287,5636,0,0,Python
103071520,9,35,153,31,7287,5636,0,0,Python
103071520,10,45,153,31,7287,5636,0,0,Python
103071520,11,42,153,31,7287,5636,0,0,Python
103071520,12,99,153,31,7287,5636,0,0,Python
103071520,13,67,153,31,7287,5636,1,1,Python
103071520,14,113,153,31,7287,5636,1,2,Python
103071520,15,97,153,31,7287,5636,1,3,Python
103071520,16,73,153,31,7287,5636,1,4,Python
103071520,17,79,153,31,7287,5636,1,5,Python
103071520,18,48,153,31,7287,5636,1,6,Python
103071520,19,46,153,31,7287,5636,1,7,Python
103071520,20,36,153,31,7287,5636,1,8,Python
103071520,21,103,153,31,7287,5636,1,9,Python
103071520,22,60,153,31,7287,5636,1,10,Python
103071520,23,162,153,31,7287,5636,1,11,Python
103071520,24,78,153,31,7287,5636,1,12,Python
10332822,1,12,232,81,40000,34130,0,0,Python
10332822,2,9,232,81,40000,34130,0,0,Python
10332822,3,13,232,81,40000,34130,0,0,Python
10332822,4,16,232,81,40000,34130,0,0,Python
10332822,5,26,232,81,40000,34130,0,0,Python
10332822,6,23,232,81,40000,34130,0,0,Python
10332822,7,11,232,81,40000,34130,0,0,Python
10332822,8,9,232,81,40000,34130,0,0,Python
10332822,9,12,232,81,40000,34130,0,0,Python
10332822,10,17,232,81,40000,34130,0,0,Python
10332822,11,13,232,81,40000,34130,0,0,Python
10332822,12,7,232,81,40000,34130,0,0,Python
10332822,13,10,232,81,40000,34130,1,1,Python
10332822,14,16,232,81,40000,34130,1,2,Python
10332822,15,16,232,81,40000,34130,1,3,Python
10332822,16,14,232,81,40000,34130,1,4,Python
10332822,17,27,232,81,40000,34130,1,5,Python
10332822,18,15,232,81,40000,34130,1,6,Python
10332822,19,18,232,81,40000,34130,1,7,Python
10332822,20,12,232,81,40000,34130,1,8,Python
10332822,21,24,232,81,40000,34130,1,9,Python
10332822,22,30,232,81,40000,34130,1,10,Python
10332822,23,28,232,81,40000,34130,1,11,Python
10332822,24,23,232,81,40000,34130,1,12,Python
103513062,1,27,30,31,1401,1252,0,0,Python
103513062,2,22,30,31,1401,1252,0,0,Python
103513062,3,29,30,31,1401,1252,0,0,Python
103513062,4,27,30,31,1401,1252,0,0,Python
103513062,5,16,30,31,1401,1252,0,0,Python
103513062,6,30,30,31,1401,1252,0,0,Python
103513062,7,21,30,31,1401,1252,0,0,Python
103513062,8,22,30,31,1401,1252,0,0,Python
103513062,9,45,30,31,1401,1252,0,0,Python
103513062,10,11,30,31,1401,1252,0,0,Python
103513062,11,4,30,31,1401,1252,0,0,Python
103513062,12,6,30,31,1401,1252,0,0,Python
103513062,13,44,30,31,1401,1252,1,1,Python
103513062,14,27,30,31,1401,1252,1,2,Python
103513062,15,35,30,31,1401,1252,1,3,Python
103513062,16,31,30,31,1401,1252,1,4,Python
103513062,17,35,30,31,1401,1252,1,5,Python
103513062,18,31,30,31,1401,1252,1,6,Python
103513062,19,28,30,31,1401,1252,1,7,Python
103513062,20,23,30,31,1401,1252,1,8,Python
103513062,21,29,30,31,1401,1252,1,9,Python
103513062,22,34,30,31,1401,1252,1,10,Python
103513062,23,37,30,31,1401,1252,1,11,Python
103513062,24,17,30,31,1401,1252,1,12,Python
10353211,1,2,36,81,871,703,0,0,TypeScript
10353211,2,1,36,81,871,703,0,0,TypeScript
10353211,3,1,36,81,871,703,0,0,TypeScript
10353211,4,1,36,81,871,703,0,0,TypeScript
10353211,5,6,36,81,871,703,0,0,TypeScript
10353211,6,5,36,81,871,703,0,0,TypeScript
10353211,7,4,36,81,871,703,0,0,TypeScript
10353211,8,5,36,81,871,703,0,0,TypeScript
10353211,9,7,36,81,871,703,0,0,TypeScript
10353211,10,1,36,81,871,703,0,0,TypeScript
10353211,11,3,36,81,871,703,0,0,TypeScript
10353211,12,8,36,81,871,703,0,0,TypeScript
10353211,13,2,36,81,871,703,1,1,TypeScript
10353211,14,9,36,81,871,703,1,2,TypeScript
10353211,15,8,36,81,871,703,1,3,TypeScript
10353211,16,4,36,81,871,703,1,4,TypeScript
10353211,17,8,36,81,871,703,1,5,TypeScript
10353211,18,5,36,81,871,703,1,6,TypeScript
10353211,19,3,36,81,871,703,1,7,TypeScript
10353211,20,2,36,81,871,703,1,8,TypeScript
10353211,21,6,36,81,871,703,1,9,TypeScript
10353211,22,1,36,81,871,703,1,10,TypeScript
10353211,23,3,36,81,871,703,1,11,TypeScript
10353211,24,2,36,81,871,703,1,12,TypeScript
103766152,1,14,422,28,4147,2217,0,0,Ruby
103766152,2,30,422,28,4147,2217,0,0,Ruby
103766152,3,29,422,28,4147,2217,0,0,Ruby
103766152,4,57,422,28,4147,2217,0,0,Ruby
103766152,5,37,422,28,4147,2217,0,0,Ruby
103766152,6,37,422,28,4147,2217,0,0,Ruby
103766152,7,42,422,28,4147,2217,0,0,Ruby
103766152,8,8,422,28,4147,2217,0,0,Ruby
103766152,9,33,422,28,4147,2217,0,0,Ruby
103766152,10,85,422,28,4147,2217,0,0,Ruby
103766152,11,47,422,28,4147,2217,0,0,Ruby
103766152,12,21,422,28,4147,2217,0,0,Ruby
103766152,13,21,422,28,4147,2217,1,1,Ruby
103766152,14,37,422,28,4147,2217,1,2,Ruby
103766152,15,27,422,28,4147,2217,1,3,Ruby
103766152,16,18,422,28,4147,2217,1,4,Ruby
103766152,17,25,422,28,4147,2217,1,5,Ruby
103766152,18,67,422,28,4147,2217,1,6,Ruby
103766152,19,36,422,28,4147,2217,1,7,Ruby
103766152,20,44,422,28,4147,2217,1,8,Ruby
103766152,21,47,422,28,4147,2217,1,9,Ruby
103766152,22,56,422,28,4147,2217,1,10,Ruby
103766152,23,60,422,28,4147,2217,1,11,Ruby
103766152,24,48,422,28,4147,2217,1,12,Ruby
103851485,1,13,44,28,4114,3490,0,0,TypeScript
103851485,2,20,44,28,4114,3490,0,0,TypeScript
103851485,3,14,44,28,4114,3490,0,0,TypeScript
103851485,4,11,44,28,4114,3490,0,0,TypeScript
103851485,5,13,44,28,4114,3490,0,0,TypeScript
103851485,6,11,44,28,4114,3490,0,0,TypeScript
103851485,7,7,44,28,4114,3490,0,0,TypeScript
103851485,8,18,44,28,4114,3490,0,0,TypeScript
103851485,9,6,44,28,4114,3490,0,0,TypeScript
103851485,10,16,44,28,4114,3490,0,0,TypeScript
103851485,11,4,44,28,4114,3490,0,0,TypeScript
103851485,12,7,44,28,4114,3490,0,0,TypeScript
103851485,13,12,44,28,4114,3490,1,1,TypeScript
103851485,14,11,44,28,4114,3490,1,2,TypeScript
103851485,15,5,44,28,4114,3490,1,3,TypeScript
103851485,16,15,44,28,4114,3490,1,4,TypeScript
103851485,17,27,44,28,4114,3490,1,5,TypeScript
103851485,18,3,44,28,4114,3490,1,6,TypeScript
103851485,19,23,44,28,4114,3490,1,7,TypeScript
103851485,20,9,44,28,4114,3490,1,8,TypeScript
103851485,21,5,44,28,4114,3490,1,9,TypeScript
103851485,22,1,44,28,4114,3490,1,10,TypeScript
103851485,23,9,44,28,4114,3490,1,11,TypeScript
103851485,24,17,44,28,4114,3490,1,12,TypeScript
104133653,1,7,78,28,1298,1228,0,0,TypeScript
104133653,2,3,78,28,1298,1228,0,0,TypeScript
104133653,3,5,78,28,1298,1228,0,0,TypeScript
104133653,4,6,78,28,1298,1228,0,0,TypeScript
104133653,5,1,78,28,1298,1228,0,0,TypeScript
104133653,6,12,78,28,1298,1228,0,0,TypeScript
104133653,7,11,78,28,1298,1228,0,0,TypeScript
104133653,8,3,78,28,1298,1228,0,0,TypeScript
104133653,9,10,78,28,1298,1228,0,0,TypeScript
104133653,10,11,78,28,1298,1228,0,0,TypeScript
104133653,11,12,78,28,1298,1228,0,0,TypeScript
104133653,12,17,78,28,1298,1228,0,0,TypeScript
104133653,13,2,78,28,1298,1228,1,1,TypeScript
104133653,14,54,78,28,1298,1228,1,2,TypeScript
104133653,15,9,78,28,1298,1228,1,3,TypeScript
104133653,16,24,78,28,1298,1228,1,4,TypeScript
104133653,17,12,78,28,1298,1228,1,5,TypeScript
104133653,18,18,78,28,1298,1228,1,6,TypeScript
104133653,19,12,78,28,1298,1228,1,7,TypeScript
104133653,20,23,78,28,1298,1228,1,8,TypeScript
104133653,21,11,78,28,1298,1228,1,9,TypeScript
104133653,22,11,78,28,1298,1228,1,10,TypeScript
104133653,23,9,78,28,1298,1228,1,11,TypeScript
104133653,24,8,78,28,1298,1228,1,12,TypeScript
104172832,1,12,121,31,3616,3316,0,0,Vue
104172832,2,5,121,31,3616,3316,0,0,Vue
104172832,3,5,121,31,3616,3316,0,0,Vue
104172832,4,10,121,31,3616,3316,0,0,Vue
104172832,5,14,121,31,3616,3316,0,0,Vue
104172832,6,8,121,31,3616,3316,0,0,Vue
104172832,7,16,121,31,3616,3316,0,0,Vue
104172832,8,12,121,31,3616,3316,0,0,Vue
104172832,9,17,121,31,3616,3316,0,0,Vue
104172832,10,55,121,31,3616,3316,0,0,Vue
104172832,11,20,121,31,3616,3316,0,0,Vue
104172832,12,19,121,31,3616,3316,0,0,Vue
104172832,13,26,121,31,3616,3316,1,1,Vue
104172832,14,40,121,31,3616,3316,1,2,Vue
104172832,15,37,121,31,3616,3316,1,3,Vue
104172832,16,40,121,31,3616,3316,1,4,Vue
104172832,17,58,121,31,3616,3316,1,5,Vue
104172832,18,36,121,31,3616,3316,1,6,Vue
104172832,19,70,121,31,3616,3316,1,7,Vue
104172832,20,38,121,31,3616,3316,1,8,Vue
104172832,21,32,121,31,3616,3316,1,9,Vue
104172832,22,31,121,31,3616,3316,1,10,Vue
104172832,23,20,121,31,3616,3316,1,11,Vue
104172832,24,28,121,31,3616,3316,1,12,Vue
104629023,1,21,83,28,3185,3138,0,0,Assembly
104629023,2,80,83,28,3185,3138,0,0,Assembly
104629023,3,110,83,28,3185,3138,0,0,Assembly
104629023,4,92,83,28,3185,3138,0,0,Assembly
104629023,5,54,83,28,3185,3138,0,0,Assembly
104629023,6,53,83,28,3185,3138,0,0,Assembly
104629023,7,56,83,28,3185,3138,0,0,Assembly
104629023,8,94,83,28,3185,3138,0,0,Assembly
104629023,9,76,83,28,3185,3138,0,0,Assembly
104629023,10,59,83,28,3185,3138,0,0,Assembly
104629023,11,64,83,28,3185,3138,0,0,Assembly
104629023,12,67,83,28,3185,3138,0,0,Assembly
104629023,13,104,83,28,3185,3138,1,1,Assembly
104629023,14,27,83,28,3185,3138,1,2,Assembly
104629023,15,18,83,28,3185,3138,1,3,Assembly
104629023,16,32,83,28,3185,3138,1,4,Assembly
104629023,17,60,83,28,3185,3138,1,5,Assembly
104629023,18,40,83,28,3185,3138,1,6,Assembly
104629023,19,43,83,28,3185,3138,1,7,Assembly
104629023,20,32,83,28,3185,3138,1,8,Assembly
104629023,21,24,83,28,3185,3138,1,9,Assembly
104629023,22,21,83,28,3185,3138,1,10,Assembly
104629023,23,18,83,28,3185,3138,1,11,Assembly
104629023,24,17,83,28,3185,3138,1,12,Assembly
104732438,1,33,146,28,2188,2151,0,0,C++
104732438,2,48,146,28,2188,2151,0,0,C++
104732438,3,47,146,28,2188,2151,0,0,C++
104732438,4,93,146,28,2188,2151,0,0,C++
104732438,5,45,146,28,2188,2151,0,0,C++
104732438,6,50,146,28,2188,2151,0,0,C++
104732438,7,25,146,28,2188,2151,0,0,C++
104732438,8,39,146,28,2188,2151,0,0,C++
104732438,9,16,146,28,2188,2151,0,0,C++
104732438,10,27,146,28,2188,2151,0,0,C++
104732438,11,32,146,28,2188,2151,0,0,C++
104732438,12,13,146,28,2188,2151,0,0,C++
104732438,13,33,146,28,2188,2151,1,1,C++
104732438,14,13,146,28,2188,2151,1,2,C++
104732438,15,21,146,28,2188,2151,1,3,C++
104732438,16,21,146,28,2188,2151,1,4,C++
104732438,17,25,146,28,2188,2151,1,5,C++
104732438,18,24,146,28,2188,2151,1,6,C++
104732438,19,35,146,28,2188,2151,1,7,C++
104732438,20,33,146,28,2188,2151,1,8,C++
104732438,21,15,146,28,2188,2151,1,9,C++
104732438,22,7,146,28,2188,2151,1,10,C++
104732438,23,16,146,28,2188,2151,1,11,C++
104732438,24,30,146,28,2188,2151,1,12,C++
104741169,1,62,80,28,4329,3709,0,0,JavaScript
104741169,2,87,80,28,4329,3709,0,0,JavaScript
104741169,3,96,80,28,4329,3709,0,0,JavaScript
104741169,4,112,80,28,4329,3709,0,0,JavaScript
104741169,5,101,80,28,4329,3709,0,0,JavaScript
104741169,6,100,80,28,4329,3709,0,0,JavaScript
104741169,7,144,80,28,4329,3709,0,0,JavaScript
104741169,8,137,80,28,4329,3709,0,0,JavaScript
104741169,9,163,80,28,4329,3709,0,0,JavaScript
104741169,10,85,80,28,4329,3709,0,0,JavaScript
104741169,11,63,80,28,4329,3709,0,0,JavaScript
104741169,12,121,80,28,4329,3709,0,0,JavaScript
104741169,13,35,80,28,4329,3709,1,1,JavaScript
104741169,14,50,80,28,4329,3709,1,2,JavaScript
104741169,15,77,80,28,4329,3709,1,3,JavaScript
104741169,16,79,80,28,4329,3709,1,4,JavaScript
104741169,17,61,80,28,4329,3709,1,5,JavaScript
104741169,18,25,80,28,4329,3709,1,6,JavaScript
104741169,19,72,80,28,4329,3709,1,7,JavaScript
104741169,20,39,80,28,4329,3709,1,8,JavaScript
104741169,21,59,80,28,4329,3709,1,9,JavaScript
104741169,22,51,80,28,4329,3709,1,10,JavaScript
104741169,23,70,80,28,4329,3709,1,11,JavaScript
104741169,24,41,80,28,4329,3709,1,12,JavaScript
1049088,1,36,146,112,9339,7679,0,0,C++
1049088,2,57,146,112,9339,7679,0,0,C++
1049088,3,38,146,112,9339,7679,0,0,C++
1049088,4,25,146,112,9339,7679,0,0,C++
1049088,5,4,146,112,9339,7679,0,0,C++
1049088,6,11,146,112,9339,7679,0,0,C++
1049088,7,6,146,112,9339,7679,0,0,C++
1049088,8,29,146,112,9339,7679,0,0,C++
1049088,9,19,146,112,9339,7679,0,0,C++
1049088,10,4,146,112,9339,7679,0,0,C++
1049088,11,13,146,112,9339,7679,0,0,C++
1049088,12,9,146,112,9339,7679,0,0,C++
1049088,13,8,146,112,9339,7679,1,1,C++
1049088,14,10,146,112,9339,7679,1,2,C++
1049088,15,9,146,112,9339,7679,1,3,C++
1049088,16,3,146,112,9339,7679,1,4,C++
1049088,17,25,146,112,9339,7679,1,5,C++
1049088,18,3,146,112,9339,7679,1,6,C++
1049088,19,11,146,112,9339,7679,1,7,C++
1049088,20,12,146,112,9339,7679,1,8,C++
1049088,21,17,146,112,9339,7679,1,9,C++
1049088,22,3,146,112,9339,7679,1,10,C++
1049088,23,19,146,112,9339,7679,1,11,C++
1049088,24,28,146,112,9339,7679,1,12,C++
1049095,1,5,334,112,12409,9464,0,0,Python
1049095,2,12,334,112,12409,9464,0,0,Python
1049095,3,23,334,112,12409,9464,0,0,Python
1049095,4,12,334,112,12409,9464,0,0,Python
1049095,5,31,334,112,12409,9464,0,0,Python
1049095,6,36,334,112,12409,9464,0,0,Python
1049095,7,19,334,112,12409,9464,0,0,Python
1049095,8,11,334,112,12409,9464,0,0,Python
1049095,9,15,334,112,12409,9464,0,0,Python
